"n\m",12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
6,-51,-102,-102,-102,-192,-192,-192,-192,-211,-211,-215,-215,-215,-215,-215,-215,-223,-223,-223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51,-102,-102,-102,-192,-192,-192,-192,-211,-211,-215,-215,-215,-215,-215,-215,-223,-223,-223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,-19,-19,-19,-72,-72,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-111,-204,-204,-272,-272,-272,-272,-272,-296,-296,-296,-296,-296,-296,-296,-296,-296,-296,-296,-296,-296,-296,-296,-296,-296,-355,-355,-355,-355,-392,-392,-392,-392,-392,-395,-395,-406,-406,-406,-406,-406,-406,-406,-406,-406,-406,-406,-406,-406,-406,-406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,-74,-100,-100,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-386,-386,-386,-386,-387,-387,-387,-419,-419,-419,-419,-419,-419,-419,-419,-438,-438,-438,-438,-438,-438,-438,-438,-438,-438,-438,-438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,-74,-100,-100,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-335,-386,-386,-386,-386,-387,-387,-387,-419,-419,-419,-419,-419,-419,-419,-419,-438,-438,-438,-438,-438,-438,-438,-438,-438,-438,-438,-438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,-207,-207,-207,-207,-207,-207,-207,-207,-207,-207,-207,-262,-262,-262,-287,-378,-378,-378,-378,-378,-378,-378,-378,-378,-378,-378,-378,-444,-444,-444,-444,-444,-444,-444,-444,-444,-470,-470,-470,-470,-470,-470,-470,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-493,-493,-493,-493,-493,-551,-556,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,-207,-207,-207,-207,-207,-207,-207,-207,-207,-207,-207,-262,-262,-262,-287,-378,-378,-378,-378,-378,-378,-378,-378,-378,-378,-378,-378,-444,-444,-444,-444,-444,-444,-444,-444,-444,-470,-470,-470,-470,-470,-470,-470,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-493,-493,-493,-493,-493,-551,-556,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,-591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,-126,-126,-126,-126,-126,-126,-126,-126,-126,-166,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-239,-239,-239,-239,-239,-239,-239,-239,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-367,-433,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-483,-483,-483,-483,-483,-483,-483,-483,-483,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,-563,-563,-563,-563,-563,-563,-563,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,-126,-126,-126,-126,-126,-126,-126,-126,-126,-166,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-235,-239,-239,-239,-239,-239,-239,-239,-239,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-367,-433,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-483,-483,-483,-483,-483,-483,-483,-483,-483,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-553,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,-563,-563,-563,-563,-563,-563,-563,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,52,14,14,14,14,14,-56,-70,-96,-96,-96,-205,-205,-205,-205,-205,-205,-253,-492,-492,-492,-492,-492,-492,-492,-492,-492,-492,-492,-492,-492,-492,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-582,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-630,-630,-630,-650,-650,-650,-650,-650,-650,-650,-650,-650,-650,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711
23,,,,,,,,,,,,,,,,,52,14,14,14,14,14,-56,-70,-96,-96,-96,-205,-205,-205,-205,-205,-205,-253,-492,-492,-492,-492,-492,-492,-492,-492,-492,-492,-492,-492,-492,-492,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-562,-582,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585,-630,-630,-630,-650,-650,-650,-650,-650,-650,-650,-650,-650,-650,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-670,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711,-711
24,,,,,,,,,,,,,,,,,,,-184,-184,-184,-184,-299,-299,-299,-299,-299,-299,-299,-299,-299,-299,-378,-378,-378,-378,-380,-380,-380,-380,-380,-449,-457,-494,-494,-494,-494,-494,-594,-594,-594,-594,-594,-594,-611,-631,-631,-631,-631,-632,-641,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,-184,-184,-184,-184,-299,-299,-299,-299,-299,-299,-299,-299,-299,-299,-378,-378,-378,-378,-380,-380,-380,-380,-380,-449,-457,-494,-494,-494,-494,-494,-594,-594,-594,-594,-594,-594,-611,-631,-631,-631,-631,-632,-641,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-774,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-778,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,-72,-72,-258,-258,-258,-258,-258,-258,-471,-471,-471,-471,-527,-527,-527,-527,-527,-527,-527,-527,-527,-527,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-595,-595,-595,-595,-595,-595,-595,-595,-595,-595,-595,-595,-595,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-719,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,-72,-72,-258,-258,-258,-258,-258,-258,-471,-471,-471,-471,-527,-527,-527,-527,-527,-527,-527,-527,-527,-527,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-595,-595,-595,-595,-595,-595,-595,-595,-595,-595,-595,-595,-595,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-627,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-642,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-706,-719,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,48,-107,-107,-107,-107,-107,-150,-150,-150,-221,-221,-221,-221,-221,-221,-221,-221,-221,-221,-312,-322,-322,-330,-354,-354,-354,-354,-354,-354,-354,-354,-354,-354,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-454,-454,-491,-491,-491,-491,-491,-491,-491,-491,-491,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-557,-557,-557,-557,-557,-557,-617,-617,-617,-617,-617,-617,-617,-617,-635,-635,-678,-678,-702,-702,-702,-702,-702,-702,-702,-702,-702,-702,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,48,-107,-107,-107,-107,-107,-150,-150,-150,-221,-221,-221,-221,-221,-221,-221,-221,-221,-221,-312,-322,-322,-330,-354,-354,-354,-354,-354,-354,-354,-354,-354,-354,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-442,-454,-454,-491,-491,-491,-491,-491,-491,-491,-491,-491,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-543,-557,-557,-557,-557,-557,-557,-617,-617,-617,-617,-617,-617,-617,-617,-635,-635,-678,-678,-702,-702,-702,-702,-702,-702,-702,-702,-702,-702,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,-758,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,294,294,294,159,159,159,51,51,51,51,18,18,18,18,18,18,18,18,-309,-309,-342,-360,-395,-395,-471,-471,-471,-579,-579,-579,-579,-579,-579,-579,-581,-581,-665,-665,-665,-665,-665,-665,-665,-665,-717,-717,-717,-717,-717,-781,-781,-781,-781,-781,-781,-781,-813,-813,-813,-813,-813,-813,-813,-813,-813,-813,-845,-845,-845,-845,-868,-868,-868,-868,-868,-868,-868,-868,-868,-868,-868,-875,-875,-875,-875,-875,-875,-875,-875,-875,-875,-875,-875,-875,-875,-894,-922,-922,-922,-922,-922,-922,-922,-922,-922,-922,-922,-922,-922,-922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,294,294,294,159,159,159,51,51,51,51,18,18,18,18,18,18,18,18,-309,-309,-342,-360,-395,-395,-471,-471,-471,-579,-579,-579,-579,-579,-579,-579,-581,-581,-665,-665,-665,-665,-665,-665,-665,-665,-717,-717,-717,-717,-717,-781,-781,-781,-781,-781,-781,-781,-813,-813,-813,-813,-813,-813,-813,-813,-813,-813,-845,-845,-845,-845,-868,-868,-868,-868,-868,-868,-868,-868,-868,-868,-868,-875,-875,-875,-875,-875,-875,-875,-875,-875,-875,-875,-875,-875,-875,-894,-922,-922,-922,-922,-922,-922,-922,-922,-922,-922,-922,-922,-922,-922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,243,243,-21,-21,-21,-21,-21,-21,-21,-88,-88,-88,-88,-88,-88,-157,-359,-359,-448,-511,-511,-511,-597,-597,-597,-597,-597,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-710,-710,-710,-710,-710,-710,-710,-713,-713,-713,-713,-713,-713,-713,-713,-713,-713,-713,-714,-714,-714,-725,-725,-725,-725,-749,-749,-749,-749,-749,-749,-749,-749,-749,-749,-749,-750,-750,-750,-763,-763,-763,-763,-763,-763,-763,-763,-763,-763,-763,-763,-763,-763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,243,243,-21,-21,-21,-21,-21,-21,-21,-88,-88,-88,-88,-88,-88,-157,-359,-359,-448,-511,-511,-511,-597,-597,-597,-597,-597,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-678,-710,-710,-710,-710,-710,-710,-710,-713,-713,-713,-713,-713,-713,-713,-713,-713,-713,-713,-714,-714,-714,-725,-725,-725,-725,-749,-749,-749,-749,-749,-749,-749,-749,-749,-749,-749,-750,-750,-750,-763,-763,-763,-763,-763,-763,-763,-763,-763,-763,-763,-763,-763,-763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,37,37,37,18,18,18,18,18,18,-70,-141,-141,-141,-239,-239,-239,-239,-285,-285,-285,-285,-285,-285,-285,-285,-308,-308,-308,-308,-308,-380,-380,-380,-380,-380,-380,-380,-380,-380,-380,-380,-390,-390,-445,-445,-445,-445,-620,-620,-620,-620,-620,-633,-633,-633,-759,-759,-759,-759,-759,-759,-759,-759,-759,-759,-759,-772,-772,-772,-772,-772,-772,-772,-772,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,37,37,37,18,18,18,18,18,18,-70,-141,-141,-141,-239,-239,-239,-239,-285,-285,-285,-285,-285,-285,-285,-285,-308,-308,-308,-308,-308,-380,-380,-380,-380,-380,-380,-380,-380,-380,-380,-380,-390,-390,-445,-445,-445,-445,-620,-620,-620,-620,-620,-633,-633,-633,-759,-759,-759,-759,-759,-759,-759,-759,-759,-759,-759,-772,-772,-772,-772,-772,-772,-772,-772,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-804,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
